dirname,status,solved,f2p,cost_usd_imputed
codex-gpt-5.4-mini-low-stock-koota-query-predicates-rep5,completed,False,0.5813953488372093,1.2116614499999998
codex-gpt-5.4-mini-low-stock-ts-pattern-match-each-rep4,completed,False,0.0,0.0968916
codex-gpt-5.4-mini-low-stock-ts-pattern-match-each-rep5,completed,False,0.0,0.18814050000000002
codex-gpt-5.4-mini-low-stock-valibot-recursive-schema-composition-rep4,completed,False,0.2,0.59068125
codex-gpt-5.4-mini-low-stock-valibot-recursive-schema-composition-rep5,completed,False,0.2,0.7278456
codex-gpt-5.4-mini-low-symnav@09a0006447bc-eicrud-keyset-pagination-cursor-rep3,completed,False,0.5714285714285714,0.18573450000000002
codex-gpt-5.4-mini-low-symnav@09a0006447bc-happy-dom-deterministic-intersectionobserver-rep3,completed,True,1.0,0.24116805
codex-gpt-5.4-mini-low-symnav@09a0006447bc-kea-atomic-signal-selectors-rep3,completed,False,0.0,0.24154935
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-eicrud-keyset-pagination-cursor-rep5,completed,False,0.5714285714285714,0.3409701
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-happy-dom-deterministic-intersectionobserver-rep5,completed,True,1.0,0.17146214999999998
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-kea-atomic-signal-selectors-rep5,completed,False,0.0,0.23809485000000002
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-koota-query-predicates-rep5,completed,False,0.6511627906976745,0.6586855500000001
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-ts-pattern-match-each-rep5,completed,False,0.0,0.20739345
codex-gpt-5.4-mini-low-symnav@4e64b558fd51-valibot-recursive-schema-composition-rep5,completed,False,0.2,0.6847605
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-eicrud-keyset-pagination-cursor-rep4,completed,False,0.5714285714285714,0.21447509999999997
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-happy-dom-deterministic-intersectionobserver-rep4,completed,False,0.9285714285714286,0.18061560000000002
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-kea-atomic-signal-selectors-rep4,completed,False,0.08333333333333333,0.35351774999999996
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-koota-query-predicates-rep4,completed,False,0.06976744186046512,0.38671515
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-ts-pattern-match-each-rep4,completed,True,1.0,0.22340084999999998
codex-gpt-5.4-mini-low-symnav@5ae32c2a55c0-valibot-recursive-schema-composition-rep4,completed,False,0.0,0.37672785
codex-gpt-5.4-xhigh-stock-abs-module-cache-flags-rep2,error,False,,
codex-gpt-5.4-xhigh-stock-abs-module-cache-flags-rep999,error,False,,
codex-gpt-5.4-xhigh-stock-abs-stepped-slices-rep2,error,False,,
codex-gpt-5.4-xhigh-stock-actionlint-action-pinning-lint-rep2,error,False,,
codex-gpt-5.4-xhigh-stock-adaptix-name-mapping-aliases-rep2,error,False,,
codex-gpt-5.4-xhigh-stock-aiomonitor-task-snapshots-diff-rep2,error,False,,
codex-gpt-5.4-xhigh-stock-arktype-json-schema-refs-dependencies-rep2,completed,True,1.0,6.495947500000001
codex-gpt-5.4-xhigh-stock-awilix-async-container-initialization-rep2,completed,False,0.9583333333333334,2.4206689999999997
codex-gpt-5.4-xhigh-stock-clack-async-autocomplete-options-rep2,completed,False,0.8170731707317073,2.4904590000000004
codex-gpt-5.4-xhigh-stock-claude-code-by-agents-recursive-delegation-rep2,completed,True,1.0,1.4414375000000001
codex-gpt-5.4-xhigh-stock-cliffy-config-file-parsing-rep2,completed,False,0.0,3.0502184999999997
codex-gpt-5.4-xhigh-stock-drizzle-orm-window-function-builders-rep2,completed,True,1.0,3.4390755
codex-gpt-5.4-xhigh-stock-dynamodb-toolbox-conditional-attribute-requirements-rep2,completed,True,1.0,8.1057185
codex-gpt-5.4-xhigh-stock-dynamodb-toolbox-lazy-recursive-schemas-rep2,completed,True,1.0,9.1659675
codex-gpt-5.4-xhigh-stock-effect-sse-httpapi-streaming-rep2,completed,False,0.9574468085106383,6.934652
codex-gpt-5.4-xhigh-stock-eicrud-keyset-pagination-cursor-rep2,completed,True,1.0,2.2217045
codex-gpt-5.4-xhigh-stock-happy-dom-abort-pending-body-reads-rep2,completed,True,1.0,2.6315595
codex-gpt-5.4-xhigh-stock-happy-dom-deterministic-intersectionobserver-rep2,completed,False,0.7142857142857143,1.965951
codex-gpt-5.4-xhigh-stock-httpx-deterministic-cookie-store-rep2,completed,True,1.0,1.8826535
codex-gpt-5.4-xhigh-stock-ink-grid-box-layout-rep2,completed,False,0.92,4.1247325
codex-gpt-5.4-xhigh-stock-kea-atomic-signal-selectors-rep2,completed,False,0.8333333333333334,2.3064965
codex-gpt-5.4-xhigh-stock-koota-composite-trait-aspects-rep2,completed,False,0.9607843137254902,3.477342
codex-gpt-5.4-xhigh-stock-koota-deferred-mutation-buffer-rep2,completed,False,0.9859154929577465,2.995298
codex-gpt-5.4-xhigh-stock-koota-pair-relation-tracking-rep2,completed,True,1.0,4.96459
codex-gpt-5.4-xhigh-stock-koota-query-predicates-rep2,completed,True,1.0,4.758195
codex-gpt-5.4-xhigh-stock-kysely-window-grouping-helpers-rep1000,error,False,,
codex-gpt-5.4-xhigh-stock-kysely-window-grouping-helpers-rep1001,error,False,,
codex-gpt-5.4-xhigh-stock-kysely-window-grouping-helpers-rep1002,completed,False,0.0,
codex-gpt-5.4-xhigh-stock-kysely-window-grouping-helpers-rep1003,completed,True,1.0,4.5220445
codex-gpt-5.4-xhigh-stock-kysely-window-grouping-helpers-rep2,completed,True,1.0,3.3614205
codex-gpt-5.4-xhigh-stock-meriyah-explicit-resource-declarations-rep2,completed,True,1.0,3.7839985
codex-gpt-5.4-xhigh-stock-obsidian-linter-auto-table-of-contents-rep2,completed,False,0.0,2.3789665
codex-gpt-5.4-xhigh-stock-obsidian-linter-link-format-conversion-rep2,completed,False,0.9833333333333333,1.683174
codex-gpt-5.4-xhigh-stock-obsidian-linter-scoped-ignore-markers-rep2,completed,False,0.0,1.617869
codex-gpt-5.4-xhigh-stock-ofetch-per-origin-circuit-breaker-rep2,completed,True,1.0,1.4172414999999998
codex-gpt-5.4-xhigh-stock-optique-conditional-option-dependencies-rep2,completed,False,0.9722222222222222,4.80705
codex-gpt-5.4-xhigh-stock-prometheus-transactional-reload-status-rep2,completed,False,0.8666666666666667,3.7210465
codex-gpt-5.4-xhigh-stock-sql-formatter-bigquery-pipe-formatting-rep2,completed,True,1.0,1.3213285
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-abs-module-cache-flags-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-abs-stepped-slices-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-actionlint-action-pinning-lint-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-adaptix-name-mapping-aliases-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-aiomonitor-task-snapshots-diff-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-anko-default-function-arguments-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-arcane-drift-detection-baselines-rep2,error,False,,
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-arktype-json-schema-refs-dependencies-rep2,completed,False,0.92,4.9281215
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-awilix-async-container-initialization-rep2,completed,False,0.9583333333333334,2.4358145
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-clack-async-autocomplete-options-rep2,completed,False,0.9146341463414634,2.663208
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-claude-code-by-agents-recursive-delegation-rep2,completed,True,1.0,1.7797655
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-cliffy-config-file-parsing-rep2,completed,False,0.972972972972973,3.6125645
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-drizzle-orm-window-function-builders-rep2,completed,True,1.0,3.7207485
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-dynamodb-toolbox-conditional-attribute-requirements-rep2,completed,True,1.0,9.901022500000002
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-dynamodb-toolbox-lazy-recursive-schemas-rep2,completed,True,1.0,5.542088000000001
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-effect-sse-httpapi-streaming-rep2,completed,False,0.9787234042553191,7.132170499999999
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-eicrud-keyset-pagination-cursor-rep2,completed,False,0.5714285714285714,4.7037355
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-happy-dom-abort-pending-body-reads-rep2,completed,True,1.0,3.1652324999999997
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-happy-dom-deterministic-intersectionobserver-rep2,completed,True,1.0,1.820839
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-httpx-deterministic-cookie-store-rep2,completed,True,1.0,1.8728265
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-ink-grid-box-layout-rep2,completed,False,0.8,3.2108274999999997
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-kea-atomic-signal-selectors-rep2,completed,True,1.0,2.2031465
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-koota-composite-trait-aspects-rep2,completed,True,1.0,7.375318999999999
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-koota-deferred-mutation-buffer-rep2,completed,False,0.9859154929577465,3.570944
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-koota-pair-relation-tracking-rep2,completed,False,0.9736842105263158,5.066863
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-koota-query-predicates-rep2,completed,False,0.9534883720930233,4.3936645
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-kysely-window-grouping-helpers-rep2,completed,True,1.0,4.5159815
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-meriyah-explicit-resource-declarations-rep2,completed,True,1.0,3.7588634999999995
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-obsidian-linter-auto-table-of-contents-rep2,completed,False,0.0,2.3570435
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-obsidian-linter-link-format-conversion-rep2,completed,False,0.9666666666666667,3.0123675
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-obsidian-linter-scoped-ignore-markers-rep2,completed,True,1.0,2.1393969999999998
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-ofetch-per-origin-circuit-breaker-rep2,completed,True,1.0,1.4390095
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-optique-conditional-option-dependencies-rep2,completed,False,0.9444444444444444,3.3004039999999994
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-prometheus-transactional-reload-status-rep2,completed,True,1.0,5.0455125
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-query-persist-restored-query-state-rep2,completed,False,0.625,4.7186015
codex-gpt-5.4-xhigh-symnav@7f45343f6e7e-sql-formatter-bigquery-pipe-formatting-rep2,completed,False,0.9615384615384616,1.9879085
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-valibot-recursive-schema-composition-rep6,completed,False,0.9,0.5536983
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-koota-query-predicates-rep6,completed,False,0.6046511627906976,0.49952789999999997
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-ts-pattern-match-each-rep6,completed,False,0.9764705882352941,0.25884240000000003
codex-gpt-5.4-mini-low-stock-happy-dom-deterministic-intersectionobserver-rep6,completed,False,0.9285714285714286,0.233247
codex-gpt-5.4-mini-low-stock-koota-query-predicates-rep6,completed,False,0.4418604651162791,0.47226689999999993
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-happy-dom-deterministic-intersectionobserver-rep6,completed,True,1.0,0.14757585
codex-gpt-5.4-mini-low-stock-ts-pattern-match-each-rep6,completed,False,0.0,0.09923474999999998
codex-gpt-5.4-mini-low-stock-valibot-recursive-schema-composition-rep6,completed,False,0.2,0.39226395
codex-gpt-5.4-mini-low-stock-kea-atomic-signal-selectors-rep6,completed,False,0.5833333333333334,0.22253910000000002
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-kea-atomic-signal-selectors-rep6,completed,False,0.0,0.24544095
codex-gpt-5.4-mini-low-stock-eicrud-keyset-pagination-cursor-rep6,completed,False,0.5714285714285714,0.3465705
codex-gpt-5.4-mini-low-symnav@5f9f93834c93-eicrud-keyset-pagination-cursor-rep6,completed,False,0.5714285714285714,0.2457495
